horario,tempo_viagem_min,distancia_km,imagem,emocao,tempo_sem_parada_min,decisao,origem
18.99,194.2,278.3,estrada,desconhecido,88.8,continuar,sintetico
11.75,116.4,177.85,desconhecida,desconhecido,116.4,continuar,sintetico
7.98,197.3,190.46,desconhecida,cansado,87.8,descansar,sintetico
17.91,81.4,105.62,desconhecida,animado,43.8,continuar,sintetico
15.78,241.9,249.31,estrada,cansado,241.9,descansar,sintetico
18.61,477.3,490.78,restaurante,neutro,331.8,abastecer,sintetico
21.98,157.7,117.74,desconhecida,desconhecido,149.0,fazer_parada,sintetico
17.63,231.5,192.37,posto,desconhecido,231.5,fazer_parada,sintetico
13.87,452.0,628.31,restaurante,desconhecido,452.0,abastecer,sintetico
22.57,34.7,33.38,estrada,desconhecido,1.8,continuar,sintetico
12.21,581.1,575.18,restaurante,bravo,581.1,fazer_parada,sintetico
15.08,8.3,6.39,desconhecida,bravo,0.1,continuar,sintetico
8.9,36.3,34.03,ponto_turistico,desconhecido,36.3,registrar_ponto_turistico,sintetico
13.73,425.6,628.49,restaurante,neutro,379.8,abastecer,sintetico
2.61,97.9,86.42,posto,animado,17.8,continuar,sintetico
14.42,585.5,917.03,estrada,desconhecido,585.5,fazer_parada,sintetico
10.8,200.0,202.61,desconhecida,neutro,1.6,continuar,sintetico
13.04,460.0,355.12,desconhecida,desconhecido,289.3,alimentar,sintetico
6.7,70.9,66.27,ponto_turistico,cansado,22.7,continuar,sintetico
9.57,370.1,504.13,desconhecida,tenso,137.5,fazer_parada,sintetico
18.1,432.1,318.45,restaurante,animado,432.1,fazer_parada,sintetico
4.56,232.4,202.85,posto,neutro,14.1,continuar,sintetico
12.1,223.2,244.69,desconhecida,desconhecido,160.9,fazer_parada,sintetico
8.27,590.0,535.66,restaurante,desconhecido,521.6,abastecer,sintetico
16.27,487.7,745.72,desconhecida,neutro,487.7,abastecer,sintetico
11.27,303.4,349.82,restaurante,animado,54.7,continuar,sintetico
19.09,30.9,18.42,desconhecida,tenso,28.8,continuar,sintetico
6.36,117.5,97.23,desconhecida,cansado,31.4,continuar,sintetico
6.76,417.1,656.49,desconhecida,desconhecido,417.1,abastecer,sintetico
21.42,210.7,180.04,posto,animado,77.8,continuar,sintetico
14.18,80.9,57.52,ponto_turistico,cansado,28.5,continuar,sintetico
12.15,187.5,261.49,desconhecida,tenso,187.5,fazer_parada,sintetico
7.99,391.6,310.95,estrada,desconhecido,391.6,fazer_parada,sintetico
14.97,200.3,200.27,ponto_turistico,neutro,94.1,registrar_ponto_turistico,sintetico
20.94,403.5,522.49,restaurante,tenso,403.5,fazer_parada,sintetico
7.84,537.8,402.37,desconhecida,cansado,347.8,descansar,sintetico
22.04,443.3,508.53,ponto_turistico,tenso,20.3,continuar,sintetico
13.87,94.8,110.88,restaurante,desconhecido,27.5,continuar,sintetico
18.58,362.0,341.65,desconhecida,desconhecido,156.0,alimentar,sintetico
12.18,78.7,119.45,desconhecida,desconhecido,78.7,continuar,sintetico
8.97,570.2,406.14,estrada,tenso,481.7,fazer_parada,sintetico
11.16,113.6,76.91,desconhecida,animado,73.0,fazer_parada,sintetico
7.06,292.4,232.97,posto,animado,288.8,fazer_parada,sintetico
12.55,103.6,82.64,desconhecida,bravo,19.1,continuar,sintetico
18.52,461.9,419.01,desconhecida,desconhecido,433.8,alimentar,sintetico
8.82,275.1,220.6,desconhecida,desconhecido,115.6,continuar,sintetico
8.99,87.8,98.81,desconhecida,desconhecido,67.2,continuar,sintetico
21.76,157.7,189.13,desconhecida,neutro,78.3,continuar,sintetico
9.81,197.8,254.6,desconhecida,cansado,1.5,continuar,sintetico
16.48,45.0,52.05,desconhecida,desconhecido,25.0,continuar,sintetico
11.48,97.1,130.68,desconhecida,cansado,81.3,continuar,sintetico
20.1,216.0,190.14,posto,cansado,53.0,continuar,sintetico
1.83,120.4,72.87,estrada,desconhecido,120.4,continuar,sintetico
6.5,436.7,323.93,desconhecida,cansado,404.7,descansar,sintetico
6.0,408.1,568.27,desconhecida,tenso,386.2,fazer_parada,sintetico
21.26,30.3,29.26,posto,neutro,30.3,continuar,sintetico
4.49,62.6,50.03,estrada,cansado,9.1,continuar,sintetico
19.65,182.7,164.64,estrada,bravo,182.7,fazer_parada,sintetico
7.18,385.0,569.5,desconhecida,animado,15.1,continuar,sintetico
6.18,92.9,111.56,desconhecida,desconhecido,92.9,continuar,sintetico
19.81,227.6,149.83,ponto_turistico,desconhecido,227.6,alimentar,sintetico
11.04,355.9,467.71,desconhecida,neutro,355.9,abastecer,sintetico
13.72,143.8,159.73,desconhecida,neutro,109.3,alimentar,sintetico
4.49,293.0,427.68,desconhecida,cansado,70.5,abastecer,sintetico
14.39,392.1,344.03,desconhecida,cansado,232.9,descansar,sintetico
19.36,177.5,259.62,desconhecida,desconhecido,177.5,alimentar,sintetico
10.49,291.1,173.49,desconhecida,cansado,97.2,descansar,sintetico
13.69,39.4,26.72,ponto_turistico,cansado,39.4,continuar,sintetico
14.46,247.5,386.53,desconhecida,animado,163.2,fazer_parada,sintetico
22.9,67.3,85.02,desconhecida,desconhecido,26.3,continuar,sintetico
22.98,232.2,280.26,desconhecida,desconhecido,70.5,continuar,sintetico
6.55,291.4,383.53,ponto_turistico,desconhecido,267.5,registrar_ponto_turistico,sintetico
11.05,330.0,329.89,ponto_turistico,cansado,330.0,descansar,sintetico
4.39,136.3,210.08,desconhecida,neutro,103.1,continuar,sintetico
2.91,144.7,203.3,estrada,neutro,99.9,continuar,sintetico
19.61,464.5,364.2,restaurante,desconhecido,464.5,alimentar,sintetico
18.61,154.5,118.68,estrada,tenso,101.6,fazer_parada,sintetico
21.42,76.1,93.54,ponto_turistico,neutro,47.2,registrar_ponto_turistico,sintetico
11.15,362.1,470.25,desconhecida,tenso,100.8,fazer_parada,sintetico
7.81,385.4,242.11,ponto_turistico,neutro,61.3,registrar_ponto_turistico,sintetico
22.17,204.0,133.87,desconhecida,cansado,123.7,descansar,sintetico
21.44,152.8,191.36,desconhecida,neutro,152.8,fazer_parada,sintetico
12.85,37.4,24.33,posto,desconhecido,14.1,continuar,sintetico
13.99,148.6,133.12,ponto_turistico,bravo,81.2,fazer_parada,sintetico
8.3,194.3,222.93,desconhecida,neutro,162.3,fazer_parada,sintetico
9.33,322.0,487.68,estrada,desconhecido,322.0,abastecer,sintetico
6.17,85.6,128.57,desconhecida,animado,85.6,continuar,sintetico
7.3,599.3,427.34,ponto_turistico,desconhecido,394.1,abastecer,sintetico
7.33,29.5,27.46,restaurante,tenso,28.1,fazer_parada,sintetico
9.21,143.2,126.58,desconhecida,desconhecido,8.6,continuar,sintetico
18.34,334.5,447.13,estrada,tenso,334.5,fazer_parada,sintetico
19.24,333.6,515.01,desconhecida,cansado,331.2,descansar,sintetico
12.1,399.8,240.1,estrada,neutro,399.8,alimentar,sintetico
9.13,209.7,259.93,estrada,neutro,209.7,fazer_parada,sintetico
15.7,124.1,86.46,ponto_turistico,cansado,124.1,fazer_parada,sintetico
14.64,249.2,297.13,estrada,cansado,127.3,descansar,sintetico
22.49,434.0,305.81,estrada,desconhecido,346.4,descansar,sintetico
15.68,219.9,271.99,posto,desconhecido,98.7,abastecer,sintetico
10.48,518.2,768.53,estrada,tenso,8.0,continuar,sintetico
16.48,172.3,121.03,ponto_turistico,desconhecido,154.8,registrar_ponto_turistico,sintetico
12.45,270.2,399.55,desconhecida,neutro,99.9,abastecer,sintetico
14.83,38.7,54.01,posto,cansado,38.2,continuar,sintetico
6.68,134.8,147.16,ponto_turistico,desconhecido,134.8,registrar_ponto_turistico,sintetico
17.37,417.6,279.86,ponto_turistico,animado,417.6,continuar,sintetico
0.86,525.9,473.77,ponto_turistico,neutro,347.7,descansar,sintetico
13.11,20.8,23.74,desconhecida,desconhecido,20.8,continuar,sintetico
22.48,27.7,19.26,ponto_turistico,cansado,20.9,continuar,sintetico
13.32,205.0,203.41,restaurante,neutro,66.2,continuar,sintetico
21.51,247.2,322.7,posto,neutro,22.3,abastecer,sintetico
2.46,578.4,358.27,posto,neutro,578.4,descansar,sintetico
15.21,123.6,159.0,restaurante,desconhecido,2.5,continuar,sintetico
17.95,105.9,85.34,estrada,desconhecido,29.5,continuar,sintetico
9.53,38.8,47.06,ponto_turistico,tenso,38.8,continuar,sintetico
14.31,209.8,178.63,ponto_turistico,bravo,209.8,fazer_parada,sintetico
14.92,209.4,145.95,desconhecida,tenso,103.7,fazer_parada,sintetico
9.58,529.0,812.21,desconhecida,animado,319.8,abastecer,sintetico
13.55,112.8,76.46,restaurante,desconhecido,67.0,alimentar,sintetico
11.61,66.8,45.8,posto,cansado,39.2,continuar,sintetico
10.21,23.3,36.16,estrada,desconhecido,23.3,continuar,sintetico
10.26,340.0,246.9,desconhecida,tenso,150.2,fazer_parada,sintetico
11.58,598.4,466.22,restaurante,tenso,116.6,continuar,sintetico
19.73,467.6,502.04,desconhecida,desconhecido,409.1,abastecer,sintetico
20.36,309.9,371.06,desconhecida,cansado,309.9,descansar,sintetico
8.94,109.2,93.79,posto,animado,109.2,continuar,sintetico
13.83,247.2,186.09,restaurante,bravo,247.2,fazer_parada,sintetico
7.57,338.2,264.67,desconhecida,desconhecido,87.7,continuar,sintetico
10.57,343.9,318.31,posto,desconhecido,189.7,abastecer,sintetico
7.7,553.0,326.93,restaurante,desconhecido,185.1,fazer_parada,sintetico
12.17,348.1,540.92,desconhecida,animado,265.6,abastecer,sintetico
11.93,230.6,358.24,estrada,desconhecido,230.6,alimentar,sintetico
10.13,97.6,77.67,restaurante,desconhecido,36.7,continuar,sintetico
14.52,213.1,162.28,desconhecida,neutro,213.1,fazer_parada,sintetico
14.79,66.3,102.05,desconhecida,animado,66.3,continuar,sintetico
21.8,17.8,17.96,estrada,animado,2.1,continuar,sintetico
1.26,126.0,150.93,restaurante,neutro,54.8,continuar,sintetico
18.36,178.6,148.58,ponto_turistico,bravo,178.6,fazer_parada,sintetico
11.13,276.4,302.93,desconhecida,desconhecido,93.4,continuar,sintetico
6.59,257.6,297.93,estrada,desconhecido,257.6,fazer_parada,sintetico
18.38,275.0,222.22,estrada,neutro,60.8,continuar,sintetico
14.27,96.7,95.34,ponto_turistico,desconhecido,55.2,registrar_ponto_turistico,sintetico
12.43,342.2,454.23,ponto_turistico,desconhecido,128.4,abastecer,sintetico
16.82,186.1,225.81,ponto_turistico,animado,127.8,registrar_ponto_turistico,sintetico
4.73,141.3,141.54,estrada,neutro,26.7,continuar,sintetico
22.11,298.1,283.91,desconhecida,desconhecido,52.2,continuar,sintetico
17.51,297.3,310.88,restaurante,bravo,2.0,continuar,sintetico
20.39,98.6,138.63,estrada,neutro,35.8,continuar,sintetico
18.87,171.6,229.28,restaurante,desconhecido,58.8,continuar,sintetico
16.82,490.2,357.8,desconhecida,desconhecido,490.2,fazer_parada,sintetico
8.98,93.0,134.7,restaurante,desconhecido,15.7,continuar,sintetico
17.29,544.5,743.97,desconhecida,desconhecido,124.3,abastecer,sintetico
16.36,474.3,392.91,estrada,cansado,216.3,descansar,sintetico
16.02,266.3,282.71,ponto_turistico,desconhecido,126.8,registrar_ponto_turistico,sintetico
11.8,118.6,102.81,estrada,neutro,31.3,continuar,sintetico
9.94,363.3,461.47,desconhecida,desconhecido,70.3,abastecer,sintetico
9.89,126.4,133.59,desconhecida,tenso,52.7,continuar,sintetico
4.85,156.8,113.38,estrada,desconhecido,43.0,continuar,sintetico
0.3,578.9,680.99,ponto_turistico,cansado,548.1,descansar,sintetico
15.29,452.3,523.54,estrada,neutro,198.2,abastecer,sintetico
6.22,58.5,55.32,estrada,bravo,58.5,continuar,sintetico
20.62,131.6,113.98,desconhecida,neutro,131.6,alimentar,sintetico
23.25,266.3,327.85,posto,neutro,266.3,descansar,sintetico
11.24,561.6,729.05,desconhecida,neutro,106.1,abastecer,sintetico
22.12,518.0,316.33,desconhecida,tenso,489.2,descansar,sintetico
9.96,54.3,82.7,desconhecida,desconhecido,19.4,continuar,sintetico
21.02,474.7,385.8,desconhecida,bravo,308.8,fazer_parada,sintetico
14.82,345.5,414.92,desconhecida,animado,144.9,fazer_parada,sintetico
13.97,252.3,367.22,estrada,desconhecido,11.7,continuar,sintetico
18.86,159.2,151.11,restaurante,desconhecido,114.1,alimentar,sintetico
7.87,126.5,198.69,desconhecida,desconhecido,126.5,continuar,sintetico
23.3,118.0,170.01,desconhecida,bravo,118.0,descansar,sintetico
13.25,27.7,39.84,ponto_turistico,desconhecido,7.3,registrar_ponto_turistico,sintetico
18.66,423.9,307.36,estrada,animado,328.9,alimentar,sintetico
9.44,223.7,290.68,desconhecida,bravo,213.7,fazer_parada,sintetico
8.72,453.8,295.06,ponto_turistico,bravo,63.7,fazer_parada,sintetico
11.57,163.0,128.63,estrada,neutro,163.0,alimentar,sintetico
13.24,581.8,363.23,desconhecida,cansado,148.6,descansar,sintetico
21.38,18.3,12.61,estrada,desconhecido,15.4,continuar,sintetico
6.72,147.6,169.54,desconhecida,animado,128.4,continuar,sintetico
19.69,113.3,163.88,estrada,neutro,113.3,alimentar,sintetico
16.79,231.9,199.44,posto,desconhecido,75.3,continuar,sintetico
16.57,354.0,314.72,estrada,cansado,32.0,continuar,sintetico
7.54,182.8,205.07,estrada,tenso,127.2,fazer_parada,sintetico
17.35,239.9,246.07,desconhecida,neutro,239.9,fazer_parada,sintetico
21.11,138.5,137.9,ponto_turistico,animado,80.5,registrar_ponto_turistico,sintetico
18.82,328.9,368.88,estrada,neutro,328.9,alimentar,sintetico
15.5,107.5,165.18,desconhecida,desconhecido,107.5,continuar,sintetico
2.93,317.5,328.73,restaurante,bravo,214.2,descansar,sintetico
17.49,518.5,815.63,desconhecida,desconhecido,15.3,continuar,sintetico
13.68,66.2,51.91,desconhecida,desconhecido,42.9,continuar,sintetico
22.59,21.3,16.1,posto,cansado,10.6,continuar,sintetico
9.07,530.6,474.88,estrada,tenso,530.6,fazer_parada,sintetico
12.09,61.3,85.84,restaurante,tenso,61.3,continuar,sintetico
12.71,52.2,47.19,restaurante,desconhecido,10.3,continuar,sintetico
22.44,45.7,41.03,desconhecida,desconhecido,45.7,continuar,sintetico
6.77,80.3,104.14,posto,tenso,45.8,continuar,sintetico
15.03,162.1,237.53,desconhecida,tenso,92.5,fazer_parada,sintetico
7.96,401.7,500.62,posto,neutro,401.7,abastecer,sintetico
6.61,312.8,209.5,ponto_turistico,neutro,62.8,registrar_ponto_turistico,sintetico
20.61,501.0,314.15,desconhecida,desconhecido,501.0,alimentar,sintetico
11.4,456.6,397.76,desconhecida,desconhecido,456.6,abastecer,sintetico
6.34,206.4,277.71,posto,neutro,206.4,abastecer,sintetico
22.37,211.7,170.85,desconhecida,tenso,211.7,descansar,sintetico
17.31,405.8,420.27,desconhecida,tenso,188.1,fazer_parada,sintetico
9.89,132.6,137.29,desconhecida,desconhecido,126.7,continuar,sintetico
10.18,447.0,618.76,estrada,animado,447.0,abastecer,sintetico
7.12,223.9,210.49,estrada,desconhecido,214.5,fazer_parada,sintetico
5.99,152.7,196.0,desconhecida,bravo,152.7,fazer_parada,sintetico
7.45,9.7,10.39,desconhecida,desconhecido,3.3,continuar,sintetico
10.3,418.1,503.9,estrada,bravo,414.6,fazer_parada,sintetico
15.75,359.9,221.2,desconhecida,desconhecido,333.4,fazer_parada,sintetico
17.42,50.3,43.54,posto,tenso,50.3,continuar,sintetico
22.42,505.1,466.99,ponto_turistico,cansado,35.6,continuar,sintetico
17.0,173.5,168.33,estrada,cansado,33.4,continuar,sintetico
12.71,184.0,141.96,posto,desconhecido,139.2,alimentar,sintetico
21.28,217.1,139.78,desconhecida,bravo,93.4,fazer_parada,sintetico
8.9,75.6,81.03,estrada,neutro,56.3,continuar,sintetico
11.54,377.3,548.47,posto,tenso,377.3,fazer_parada,sintetico
4.02,205.1,219.62,estrada,cansado,72.5,continuar,sintetico
13.09,551.1,525.12,desconhecida,cansado,34.8,continuar,sintetico
15.58,219.2,283.05,restaurante,desconhecido,178.3,fazer_parada,sintetico
6.05,496.3,470.04,desconhecida,cansado,235.1,descansar,sintetico
17.91,212.9,235.67,posto,desconhecido,52.9,continuar,sintetico
8.19,69.3,59.54,ponto_turistico,desconhecido,31.4,continuar,sintetico
19.09,182.8,113.82,ponto_turistico,desconhecido,132.1,alimentar,sintetico
6.26,533.2,550.14,desconhecida,cansado,533.2,descansar,sintetico
1.75,246.9,333.08,desconhecida,neutro,165.4,descansar,sintetico
21.26,201.2,269.08,desconhecida,cansado,201.2,descansar,sintetico
11.16,347.5,442.4,estrada,cansado,347.5,descansar,sintetico
20.64,571.5,607.79,restaurante,desconhecido,454.3,abastecer,sintetico
10.47,103.1,62.46,ponto_turistico,tenso,92.6,fazer_parada,sintetico
8.61,136.0,116.06,ponto_turistico,animado,65.2,registrar_ponto_turistico,sintetico
6.03,68.9,100.29,estrada,tenso,68.9,fazer_parada,sintetico
11.9,373.7,423.86,desconhecida,neutro,373.7,alimentar,sintetico
14.61,114.6,153.28,restaurante,cansado,18.8,continuar,sintetico
15.95,14.9,10.21,desconhecida,desconhecido,14.9,continuar,sintetico
18.81,321.3,394.3,estrada,tenso,321.3,fazer_parada,sintetico
13.69,74.5,58.89,desconhecida,bravo,50.7,continuar,sintetico
19.09,87.6,73.51,desconhecida,neutro,69.9,continuar,sintetico
13.98,273.8,263.76,desconhecida,neutro,273.8,alimentar,sintetico
14.78,193.3,216.31,desconhecida,neutro,48.9,continuar,sintetico
14.01,93.5,82.83,estrada,cansado,93.5,continuar,sintetico
17.93,372.6,419.83,desconhecida,desconhecido,12.5,continuar,sintetico
7.97,136.0,144.31,desconhecida,desconhecido,89.2,continuar,sintetico
8.93,117.9,93.95,estrada,cansado,56.4,continuar,sintetico
11.45,577.5,815.09,desconhecida,desconhecido,434.5,abastecer,sintetico
13.09,127.5,137.75,estrada,cansado,127.5,descansar,sintetico
17.6,119.6,160.39,posto,animado,70.5,continuar,sintetico
20.04,566.6,651.22,ponto_turistico,bravo,566.6,fazer_parada,sintetico
19.43,45.8,59.84,posto,desconhecido,29.2,continuar,sintetico
22.84,241.2,186.25,estrada,desconhecido,223.8,descansar,sintetico
21.74,204.1,175.65,estrada,desconhecido,54.8,continuar,sintetico
19.7,294.6,334.99,posto,desconhecido,294.6,abastecer,sintetico
19.52,56.8,39.22,restaurante,desconhecido,56.8,continuar,sintetico
8.46,9.9,10.77,desconhecida,animado,4.4,continuar,sintetico
12.11,156.7,101.54,desconhecida,neutro,3.4,continuar,sintetico
18.02,13.5,13.05,desconhecida,cansado,13.5,continuar,sintetico
17.79,463.5,535.83,desconhecida,neutro,404.1,abastecer,sintetico
11.53,47.0,52.55,desconhecida,desconhecido,47.0,continuar,sintetico
3.39,171.9,222.91,ponto_turistico,desconhecido,171.9,descansar,sintetico
16.2,100.8,109.52,desconhecida,desconhecido,81.1,continuar,sintetico
9.86,473.7,419.34,desconhecida,neutro,473.7,abastecer,sintetico
14.11,158.6,161.21,ponto_turistico,tenso,56.3,continuar,sintetico
6.87,99.8,137.91,estrada,desconhecido,62.1,continuar,sintetico
2.24,174.8,148.65,posto,desconhecido,174.8,descansar,sintetico
3.97,13.8,18.09,estrada,desconhecido,3.0,continuar,sintetico
16.1,41.6,52.59,ponto_turistico,cansado,21.6,continuar,sintetico
14.6,557.1,463.52,desconhecida,desconhecido,515.9,abastecer,sintetico
22.96,360.2,343.49,ponto_turistico,neutro,360.2,descansar,sintetico
0.05,26.7,41.47,desconhecida,desconhecido,17.3,continuar,sintetico
22.89,535.7,415.49,desconhecida,neutro,535.7,descansar,sintetico
14.65,205.3,256.23,desconhecida,cansado,166.3,descansar,sintetico
17.69,110.5,80.96,estrada,cansado,110.5,descansar,sintetico
14.46,12.4,17.77,estrada,desconhecido,12.4,continuar,sintetico
5.76,389.7,417.06,estrada,bravo,57.7,continuar,sintetico
21.12,83.1,103.26,ponto_turistico,cansado,42.0,continuar,sintetico
14.61,525.1,555.44,desconhecida,desconhecido,487.8,abastecer,sintetico
19.85,98.3,99.6,estrada,neutro,78.9,continuar,sintetico
9.4,237.5,271.7,estrada,desconhecido,237.5,fazer_parada,sintetico
13.43,224.0,199.96,restaurante,tenso,122.9,fazer_parada,sintetico
13.09,368.3,248.7,desconhecida,desconhecido,368.3,alimentar,sintetico
12.84,205.6,282.87,desconhecida,cansado,166.0,descansar,sintetico
12.33,253.1,195.24,posto,animado,4.3,continuar,sintetico
19.98,251.7,357.04,posto,tenso,251.7,fazer_parada,sintetico
7.58,386.5,235.55,desconhecida,neutro,386.5,fazer_parada,sintetico
21.9,511.7,765.72,restaurante,neutro,511.7,abastecer,sintetico
9.74,241.4,356.07,desconhecida,desconhecido,241.4,fazer_parada,sintetico
17.58,536.0,678.44,restaurante,neutro,536.0,abastecer,sintetico
16.29,68.3,81.94,desconhecida,desconhecido,48.3,fazer_parada,sintetico
11.87,287.9,230.72,posto,desconhecido,165.4,alimentar,sintetico
10.66,161.5,247.07,desconhecida,desconhecido,161.5,descansar,sintetico
12.09,86.7,106.48,desconhecida,desconhecido,59.7,continuar,sintetico
10.81,508.7,307.07,posto,animado,450.1,abastecer,sintetico
20.17,85.2,90.69,desconhecida,cansado,85.2,continuar,sintetico
5.55,106.2,121.73,restaurante,desconhecido,11.0,continuar,sintetico
3.15,238.0,291.82,estrada,desconhecido,212.5,descansar,sintetico
11.93,25.8,30.14,desconhecida,neutro,7.2,continuar,sintetico
8.0,113.3,141.06,restaurante,desconhecido,113.3,continuar,sintetico
4.42,279.1,376.12,desconhecida,animado,279.1,descansar,sintetico
21.75,45.5,64.54,posto,animado,14.4,continuar,sintetico
15.16,218.7,254.56,desconhecida,desconhecido,29.6,continuar,sintetico
14.81,204.8,161.52,estrada,desconhecido,45.2,continuar,sintetico
16.83,500.3,333.69,desconhecida,cansado,500.3,descansar,sintetico
19.82,219.9,270.18,estrada,neutro,57.3,continuar,sintetico
